linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,log_time,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,1777986676.713942,1777986676.7136428
0.0,0.0,0.0,0.0,0.0,0.0,1777986676.8137789,1777986676.8135269
0.0,0.0,0.0,0.0,0.0,0.0,1777986676.913881,1777986676.9136136
0.0,0.0,0.0,0.0,0.0,0.0,1777986681.5640173,1777986681.563712
0.0,0.0,0.0,0.0,0.0,0.0,1777986688.3338165,1777986688.333566
0.0,0.0,0.0,0.0,0.0,0.0,1777986692.8838532,1777986692.8835752
0.0,0.0,0.0,0.0,0.0,0.0,1777986692.983685,1777986692.9835274
0.0,0.0,0.0,0.0,0.0,0.0,1777986693.0838006,1777986693.08357
0.0,0.0,0.0,0.0,0.0,0.0,1777986701.6738405,1777986701.6736457
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.1940093,1777986726.1936712
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.2938838,1777986726.2935336
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.3938344,1777986726.3936763
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.4940405,1777986726.4937325
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.5938547,1777986726.5935836
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.6938512,1777986726.6935697
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.7939076,1777986726.793618
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.8938844,1777986726.8936994
0.0,0.0,0.0,0.0,0.0,0.0,1777986726.993793,1777986726.9935796
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.0939686,1777986727.093695
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.1937928,1777986727.1936185
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.293935,1777986727.2935886
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.39384,1777986727.393568
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.494044,1777986727.4936452
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.5940077,1777986727.593634
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.6938062,1777986727.6935694
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.7938154,1777986727.793606
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.893912,1777986727.8936298
0.0,0.0,0.0,0.0,0.0,0.0,1777986727.9940429,1777986727.9937427
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.0939207,1777986728.0936408
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.1938584,1777986728.1935742
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.2939649,1777986728.2937372
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.3938663,1777986728.3936489
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.4939227,1777986728.4936397
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.59398,1777986728.5937068
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.6939487,1777986728.6936853
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.7940392,1777986728.793738
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.8935888,1777986728.8934515
0.0,0.0,0.0,0.0,0.0,0.0,1777986728.9938788,1777986728.9936237
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.0939069,1777986729.0935879
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.193814,1777986729.193549
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.293984,1777986729.2936122
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.3940544,1777986729.3937397
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.493772,1777986729.4935193
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.5936866,1777986729.5934358
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.6939845,1777986729.693706
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.7941344,1777986729.793693
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.8939443,1777986729.8936331
0.0,0.0,0.0,0.0,0.0,0.0,1777986729.993794,1777986729.9935124
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.094121,1777986730.0938294
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.193926,1777986730.1936731
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.2939994,1777986730.2936876
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.3939931,1777986730.3937137
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.4939985,1777986730.4937203
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.5939333,1777986730.5936706
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.6937826,1777986730.693563
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.7939873,1777986730.793715
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.8938153,1777986730.893559
0.0,0.0,0.0,0.0,0.0,0.0,1777986730.993882,1777986730.9936476
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.09402,1777986731.0936966
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.1936162,1777986731.1934686
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.293908,1777986731.2936003
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.3940864,1777986731.3937442
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.4939423,1777986731.4936028
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.5939214,1777986731.593625
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.6939406,1777986731.6936417
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.7938726,1777986731.7936006
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.893833,1777986731.893629
0.0,0.0,0.0,0.0,0.0,0.0,1777986731.9937685,1777986731.9934778
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.094111,1777986732.093802
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.193916,1777986732.1936295
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.293901,1777986732.2936654
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.393836,1777986732.3935466
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.4937544,1777986732.493484
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.593839,1777986732.5935776
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.6937306,1777986732.6934726
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.7940965,1777986732.7937148
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.8938825,1777986732.8935878
0.0,0.0,0.0,0.0,0.0,0.0,1777986732.9937642,1777986732.9935374
